timestamp1,txn_count
2015-08-01 00:00:00.000000 UTC,147481
2015-08-02 00:00:00.000000 UTC,103600
2015-08-03 00:00:00.000000 UTC,119844
2015-08-04 00:00:00.000000 UTC,132547
2015-08-05 00:00:00.000000 UTC,133758
2015-08-06 00:00:00.000000 UTC,134838
2015-08-07 00:00:00.000000 UTC,111345
2015-08-08 00:00:00.000000 UTC,101512
2015-08-09 00:00:00.000000 UTC,90534
2015-08-10 00:00:00.000000 UTC,116841
2015-08-11 00:00:00.000000 UTC,114741
2015-08-12 00:00:00.000000 UTC,117898
2015-08-13 00:00:00.000000 UTC,117507
2015-08-14 00:00:00.000000 UTC,111255
2015-08-15 00:00:00.000000 UTC,94944
2015-08-16 00:00:00.000000 UTC,89498
2015-08-17 00:00:00.000000 UTC,115049
2015-08-18 00:00:00.000000 UTC,119798
2015-08-19 00:00:00.000000 UTC,120151
2015-08-20 00:00:00.000000 UTC,118230
2015-08-21 00:00:00.000000 UTC,113792
2015-08-22 00:00:00.000000 UTC,105665
2015-08-23 00:00:00.000000 UTC,94529
2015-08-24 00:00:00.000000 UTC,125368
2015-08-25 00:00:00.000000 UTC,121973
2015-08-26 00:00:00.000000 UTC,122852
2015-08-27 00:00:00.000000 UTC,120079
2015-08-28 00:00:00.000000 UTC,120385
2015-08-29 00:00:00.000000 UTC,107489
2015-08-30 00:00:00.000000 UTC,98339
2015-08-31 00:00:00.000000 UTC,127260
2015-09-01 00:00:00.000000 UTC,130410
2015-09-02 00:00:00.000000 UTC,150066
2015-09-03 00:00:00.000000 UTC,128682
2015-09-04 00:00:00.000000 UTC,103973
2015-09-05 00:00:00.000000 UTC,124218
2015-09-06 00:00:00.000000 UTC,106293
2015-09-07 00:00:00.000000 UTC,125467
2015-09-08 00:00:00.000000 UTC,125379
2015-09-09 00:00:00.000000 UTC,126457
2015-09-10 00:00:00.000000 UTC,124951
2015-09-11 00:00:00.000000 UTC,180002
2015-09-12 00:00:00.000000 UTC,137740
2015-09-13 00:00:00.000000 UTC,146048
2015-09-14 00:00:00.000000 UTC,166715
2015-09-15 00:00:00.000000 UTC,162999
2015-09-16 00:00:00.000000 UTC,167269
2015-09-17 00:00:00.000000 UTC,259279
2015-09-18 00:00:00.000000 UTC,161504
2015-09-19 00:00:00.000000 UTC,114851
2015-09-20 00:00:00.000000 UTC,109158
2015-09-21 00:00:00.000000 UTC,131679
2015-09-22 00:00:00.000000 UTC,136784
2015-09-23 00:00:00.000000 UTC,131400
2015-09-24 00:00:00.000000 UTC,125367
2015-09-25 00:00:00.000000 UTC,128166
2015-09-26 00:00:00.000000 UTC,115622
2015-09-27 00:00:00.000000 UTC,108749
2015-09-28 00:00:00.000000 UTC,138570
2015-09-29 00:00:00.000000 UTC,140664
2015-09-30 00:00:00.000000 UTC,139848
2015-10-01 00:00:00.000000 UTC,134327
2015-10-02 00:00:00.000000 UTC,139746
2015-10-03 00:00:00.000000 UTC,119567
2015-10-04 00:00:00.000000 UTC,103531
2015-10-05 00:00:00.000000 UTC,125548
2015-10-06 00:00:00.000000 UTC,144510
2015-10-07 00:00:00.000000 UTC,134931
2015-10-08 00:00:00.000000 UTC,140348
2015-10-09 00:00:00.000000 UTC,114644
2015-10-10 00:00:00.000000 UTC,127005
2015-10-11 00:00:00.000000 UTC,104550
2015-10-12 00:00:00.000000 UTC,134410
2015-10-13 00:00:00.000000 UTC,134878
2015-10-14 00:00:00.000000 UTC,141985
2015-10-15 00:00:00.000000 UTC,153495
2015-10-16 00:00:00.000000 UTC,143286
2015-10-17 00:00:00.000000 UTC,135911
2015-10-18 00:00:00.000000 UTC,119706
2015-10-19 00:00:00.000000 UTC,143969
2015-10-20 00:00:00.000000 UTC,146349
2015-10-21 00:00:00.000000 UTC,150199
2015-10-22 00:00:00.000000 UTC,147402
2015-10-23 00:00:00.000000 UTC,143468
2015-10-24 00:00:00.000000 UTC,140128
2015-10-25 00:00:00.000000 UTC,131488
2015-10-26 00:00:00.000000 UTC,116400
2015-10-27 00:00:00.000000 UTC,153740
2015-10-28 00:00:00.000000 UTC,160175
2015-10-29 00:00:00.000000 UTC,161062
2015-10-30 00:00:00.000000 UTC,166695
2015-10-31 00:00:00.000000 UTC,155400
2015-11-01 00:00:00.000000 UTC,152488
2015-11-02 00:00:00.000000 UTC,172108
2015-11-03 00:00:00.000000 UTC,186362
2015-11-04 00:00:00.000000 UTC,204198
2015-11-05 00:00:00.000000 UTC,182809
2015-11-06 00:00:00.000000 UTC,166893
2015-11-07 00:00:00.000000 UTC,151497
2015-11-08 00:00:00.000000 UTC,132550
2015-11-09 00:00:00.000000 UTC,159836
2015-11-10 00:00:00.000000 UTC,161962
2015-11-11 00:00:00.000000 UTC,158929
2015-11-12 00:00:00.000000 UTC,157847
2015-11-13 00:00:00.000000 UTC,154827
2015-11-14 00:00:00.000000 UTC,150474
2015-11-15 00:00:00.000000 UTC,143369
2015-11-16 00:00:00.000000 UTC,158316
2015-11-17 00:00:00.000000 UTC,156688
2015-11-18 00:00:00.000000 UTC,165269
2015-11-19 00:00:00.000000 UTC,154483
2015-11-20 00:00:00.000000 UTC,155774
2015-11-21 00:00:00.000000 UTC,151035
2015-11-22 00:00:00.000000 UTC,129659
2015-11-23 00:00:00.000000 UTC,145272
2015-11-24 00:00:00.000000 UTC,152324
2015-11-25 00:00:00.000000 UTC,151861
2015-11-26 00:00:00.000000 UTC,164671
2015-11-27 00:00:00.000000 UTC,160235
2015-11-28 00:00:00.000000 UTC,165676
2015-11-29 00:00:00.000000 UTC,129850
2015-11-30 00:00:00.000000 UTC,182648
2015-12-01 00:00:00.000000 UTC,178112
2015-12-02 00:00:00.000000 UTC,183523
2015-12-03 00:00:00.000000 UTC,164774
2015-12-04 00:00:00.000000 UTC,173586
2015-12-05 00:00:00.000000 UTC,186194
2015-12-06 00:00:00.000000 UTC,179712
2015-12-07 00:00:00.000000 UTC,192830
2015-12-08 00:00:00.000000 UTC,195221
2015-12-09 00:00:00.000000 UTC,220323
